City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Grand-Lahou,CI,2022-10-16 20:08:04,5.1367,-5.0242,76.8,87,31,6.13
279,Prescott,US,2022-10-16 20:05:59,34.54,-112.4685,65.97,51,75,1.99
280,Lima,PE,2022-10-16 20:08:05,-12.0432,-77.0282,61.05,72,75,17.27
281,Campos Novos,BR,2022-10-16 20:06:37,-27.4017,-51.225,64.11,94,18,4.7
282,Provideniya,RU,2022-10-16 20:08:06,64.3833,-173.3,25.7,78,100,8.05
283,Mitha Tiwana,PK,2022-10-16 20:08:06,32.2486,72.1108,75.94,22,0,6.67
284,Wagga Wagga,AU,2022-10-16 20:08:07,-35.1167,147.3667,42.85,91,4,2.33
285,Olafsvik,IS,2022-10-16 20:08:08,64.8945,-23.7142,37.11,75,48,20.49
286,Poya,NC,2022-10-16 20:08:09,-21.35,165.15,72.14,72,17,4.76
287,Shreveport,US,2022-10-16 20:08:05,32.5251,-93.7502,73.69,84,0,9.22
288,A Coruna,ES,2022-10-16 20:08:10,43.3713,-8.396,63.32,85,75,13.8
289,Cherskiy,RU,2022-10-16 20:08:10,68.75,161.3,4.77,97,98,6.93
290,Coquimbo,CL,2022-10-16 20:03:15,-29.9533,-71.3436,60.53,72,40,10.36
291,Acajutla,SV,2022-10-16 20:08:11,13.5928,-89.8275,82.96,80,89,7.9
292,Svetlogorsk,BY,2022-10-16 20:05:44,52.6333,29.7333,45.43,62,100,12.33
